entryid,propid,duplicate,Database,Stad,Street,No,day,month,year,price,appraisal,HerengrachtRem,EntryIDOrig,PropIDOrig
20244,9768,0,Verweij,Amsterdam,Koningstraat,50,20,5,1842,1600,0,0,1589,232
20245,9768,0,Verweij,Amsterdam,Koningstraat,50,21,6,1854,2200,0,0,1590,232
20246,9768,0,Verweij,Amsterdam,Koningstraat,50,15,4,1857,3690,0,0,1591,232
20247,9768,0,Verweij,Amsterdam,Koningstraat,50,1,11,1866,3680,0,0,1592,232
20248,9768,0,Verweij,Amsterdam,Koningstraat,50,6,5,1908,4975,0,0,1593,232
20249,9768,0,Verweij,Amsterdam,Koningstraat,50,15,11,1920,8000,0,0,1594,232
20250,9768,0,Verweij,Amsterdam,Koningstraat,50,14,7,1926,10000,0,0,1595,232
20251,9768,0,Verweij,Amsterdam,Koningstraat,50,19,7,1938,2650,0,0,1597,232
20252,9769,0,SAAuctions,Amsterdam,Koorstraat,33_35_37, ,4,1933,18000,1,0,16773,8653
20253,9770,0,SAAuctions,Amsterdam,Korsjespoortsteeg,8,28,12,1925,6600,0,0,32149,18936
20254,9770,0,SAAuctions,Amsterdam,Korsjespoortsteeg,8,10,1,1955,4800,0,0,32150,18936
20255,9771,0,SAAuctions,Amsterdam,Korsjespoortsteeg,11,11,11,1926,7800,0,0,32151,18937
20256,9772,0,Verweij,Amsterdam,Korsjespoortsteeg,17,1,3,1839,1225,0,0,2375,346
20257,9772,0,Verweij,Amsterdam,Korsjespoortsteeg,17,27,4,1892,3500,0,0,2376,346
20258,9772,0,Verweij,Amsterdam,Korsjespoortsteeg,17,18,4,1899,5050,0,0,2377,346
20259,9772,0,Verweij,Amsterdam,Korsjespoortsteeg,17,21,12,1936,2040,0,0,2378,346
20260,9772,0,Verweij,Amsterdam,Korsjespoortsteeg,17,21,1,1937,2040,0,0,2379,346
20261,9773,0,SAAuctions,Amsterdam,Korsjespoortsteeg,24,3,4,1922,3500,0,0,32153,18939
20262,9773,0,SAAuctions,Amsterdam,Korsjespoortsteeg,24,26,9,1927,3600,0,0,32154,18939
20263,9774,0,SAAuctions,Amsterdam,Korsjespoortsteeg,25,3,4,1922,3800,0,0,32157,18941
20264,9774,0,SAAuctions,Amsterdam,Korsjespoortsteeg,25,13,9,1937,700,0,0,32158,18941
20265,9775,0,SAAuctions,Amsterdam,Korsjespoortsteeg,11a_45,16,3,1925,14000,0,0,32152,18938
20266,9776,0,SAAuctions,Amsterdam,Korsjespoortsteeg,24_77,28,10,1912,7000,1,0,32155,18940
20267,9776,0,SAAuctions,Amsterdam,Korsjespoortsteeg,24_77,26,9,1927,15500,0,0,32156,18940
20268,9777,0,SAAuctions,Amsterdam,Korte Amstelstraat,12,22,10,1936,7000,1,0,32167,18943
20269,9778,0,SAAuctions,Amsterdam,Korte Amstelstraat,12a,22,10,1936,7000,1,0,32168,18944
20270,9779,0,SAAuctions,Amsterdam,Korte Amstelstraat,12b,22,10,1936,7000,1,0,32169,18945
20271,9780,0,SAAuctions,Amsterdam,Korte Amstelstraat,8_10,13,1,1919,7900,0,0,32160,18942
20272,9780,0,SAAuctions,Amsterdam,Korte Amstelstraat,8_10,17,1,1919,8000,1,0,32159,18942
20273,9780,1,SAAuctions,Amsterdam,Korte Amstelstraat,8_10,15,2,1919,8000,0,0,32166,18942
20274,9780,0,SAAuctions,Amsterdam,Korte Amstelstraat,8_10,11,3,1924,8000,1,0,32161,18942
20275,9780,0,SAAuctions,Amsterdam,Korte Amstelstraat,8_10,,2,1925,8000,1,0,32162,18942
20276,9780,0,SAAuctions,Amsterdam,Korte Amstelstraat,8_10,,10,1927,8000,1,0,32163,18942
20277,9780,0,SAAuctions,Amsterdam,Korte Amstelstraat,8_10,21,12,1928,7000,1,0,32164,18942
20278,9780,0,SAAuctions,Amsterdam,Korte Amstelstraat,8_10,9,1,1929,7000,1,0,32165,18942
20279,9781,0,SAAuctions,Amsterdam,Korte Bleekersstraat,10_12,11,5,1925,19900,0,0,32173,18948
20280,9782,0,SAAuctions,Amsterdam,Korte Bleekersstraat,14_16,11,5,1925,19700,0,0,32174,18949
20281,9782,0,SAAuctions,Amsterdam,Korte Bleekersstraat,14_16,3,7,1934,16000,0,0,32175,18949
20282,9783,0,SAAuctions,Amsterdam,Korte Bleekersstraat,14_20,26,7,1928,40000,1,0,32176,18950
20283,9783,0,SAAuctions,Amsterdam,Korte Bleekersstraat,14_20,24,6,1932,35000,1,0,32177,18950
20284,9783,0,SAAuctions,Amsterdam,Korte Bleekersstraat,14_20,,9,1934,32000,1,0,32178,18950
20285,9784,0,SAAuctions,Amsterdam,Korte Bleekersstraat,18_20,11,5,1925,19800,0,0,32179,18951
20286,9784,0,SAAuctions,Amsterdam,Korte Bleekersstraat,18_20,3,7,1934,16000,1,0,32180,18951
20287,9785,0,SAAuctions,Amsterdam,Korte Bleekersstraat,2_20,11,12,1915,70000,1,0,32170,18946
20288,9786,0,SAAuctions,Amsterdam,Korte Bleekersstraat,2_4,11,5,1925,20200,0,0,32171,18947
20289,9786,0,SAAuctions,Amsterdam,Korte Bleekersstraat,2_4,28,5,1925,20000,1,0,32172,18947
20290,9787,0,SAAuctions,Amsterdam,Korte Dijkstraat,14,9,6,1925,3000,1,0,32182,18953
20291,9787,0,SAAuctions,Amsterdam,Korte Dijkstraat,14,30,5,1932,4800,0,0,32183,18953
20292,9787,0,SAAuctions,Amsterdam,Korte Dijkstraat,14,16,11,1936,700,0,0,32184,18953
20293,9787,0,SAAuctions,Amsterdam,Korte Dijkstraat,14,20,4,1942,950,0,0,32185,18953
20294,9788,0,SAAuctions,Amsterdam,Korte Dijkstraat,4_6,28,11,1966,11200,0,0,32181,18952
20295,9789,0,SAAuctions,Amsterdam,Korte Houtstraat,1,7,9,1944,1000,1,0,32190,18956
20296,9789,0,SAAuctions,Amsterdam,Korte Houtstraat,1,4,4,1955,1000,0,0,32191,18956
20297,9790,0,SAAuctions,Amsterdam,Korte Houtstraat,2,7,4,1924,5900,0,0,32192,18957
20298,9791,0,SAAuctions,Amsterdam,Korte Houtstraat,4,7,4,1924,5800,0,0,32193,18958
20299,9792,0,SAAuctions,Amsterdam,Korte Houtstraat,6,7,4,1924,8100,0,0,32194,18959
20300,9793,0,SAAuctions,Amsterdam,Korte Houtstraat,7,15,12,1924,13900,0,0,32195,18960
20301,9794,0,SAAuctions,Amsterdam,Korte Houtstraat,8,20,7,1944,3500,1,0,32196,18961
20302,9794,0,SAAuctions,Amsterdam,Korte Houtstraat,8,30,11,1953,1890,0,0,32197,18961
20303,9795,0,SAAuctions,Amsterdam,Korte Houtstraat,12,15,2,1917,5000,1,0,32198,18962
20304,9796,0,SAAuctions,Amsterdam,Korte Houtstraat,13,18,10,1907,4500,1,0,32200,18963
20305,9796,0,SAAuctions,Amsterdam,Korte Houtstraat,13,,12,1921,5000,1,0,32201,18963
20306,9796,0,SAAuctions,Amsterdam,Korte Houtstraat,13,9,6,1944,5000,1,0,32202,18963
20307,9797,0,SAAuctions,Amsterdam,Korte Houtstraat,23,8,5,1950,900,0,0,32206,18965
20308,9798,0,SAAuctions,Amsterdam,Korte Houtstraat,32,3,7,1899,4300,0,0,32210,18967
20309,9798,0,SAAuctions,Amsterdam,Korte Houtstraat,32,22,9,1913,3000,1,0,32209,18967
20310,9799,0,SAAuctions,Amsterdam,Korte Houtstraat,41,11,8,1913,4500,1,0,32212,18968
20311,9799,0,SAAuctions,Amsterdam,Korte Houtstraat,41,5,11,1923,6500,1,0,32211,18968
20312,9799,0,SAAuctions,Amsterdam,Korte Houtstraat,41,7,12,1942,4000,0,0,32213,18968
20313,9800,0,SAAuctions,Amsterdam,Korte Houtstraat,43,24,4,1918,5000,1,0,32214,18969
20314,9800,0,SAAuctions,Amsterdam,Korte Houtstraat,43,5,11,1923,7500,1,0,32216,18969
20315,9800,0,SAAuctions,Amsterdam,Korte Houtstraat,43,28,10,1929,8500,0,0,32217,18969
20316,9800,0,SAAuctions,Amsterdam,Korte Houtstraat,43,28,11,1938,3900,0,0,32218,18969
20317,9800,0,SAAuctions,Amsterdam,Korte Houtstraat,43,7,9,1944,2500,1,0,32219,18969
20318,9801,0,SAAuctions,Amsterdam,Korte Houtstraat,22_33a,24,2,1913,2501,0,0,32204,18964
20319,9801,0,SAAuctions,Amsterdam,Korte Houtstraat,22_33a,22,9,1913,6000,1,0,32203,18964
20320,9801,0,SAAuctions,Amsterdam,Korte Houtstraat,22_33a,31,3,1952,11000,0,0,32205,18964
20321,9802,0,SAAuctions,Amsterdam,Korte Houtstraat,25_29_37,,8,1929,95000,1,0,32207,18966
20322,9802,0,SAAuctions,Amsterdam,Korte Houtstraat,25_29_37,28,4,1930,110000,1,0,32208,18966
20323,9803,0,SAAuctions,Amsterdam,Korte Keizersdwarsstraat,5,19,2,1951,1010,0,0,32220,18970
20324,9804,0,SAAuctions,Amsterdam,Korte Keizersdwarsstraat,7,1,6,1944,4400,0,0,32222,18972
20325,9805,0,SAAuctions,Amsterdam,Korte Keizersdwarsstraat,8,30,1,1922,4000,0,0,32223,18973
20326,9806,0,SAAuctions,Amsterdam,Korte Keizersdwarsstraat,10,4,2,1910,1500,1,0,32224,18974
20327,9806,0,SAAuctions,Amsterdam,Korte Keizersdwarsstraat,10,,2,1915,1500,1,0,32225,18974
20328,9806,0,SAAuctions,Amsterdam,Korte Keizersdwarsstraat,10,12,11,1917,4200,0,0,32226,18974
20329,9807,0,Verweij,Amsterdam,Korte Keizersdwarsstraat,13,6,8,1855,1905,0,0,1610,236
20330,9807,0,Verweij,Amsterdam,Korte Keizersdwarsstraat,13,2,10,1888,3950,0,0,1611,236
20331,9807,0,Verweij,Amsterdam,Korte Keizersdwarsstraat,13,22,2,1906,1460,0,0,1612,236
20332,9807,0,Verweij,Amsterdam,Korte Keizersdwarsstraat,13,2,9,1935,1700,0,0,1615,236
20333,9808,0,SAAuctions,Amsterdam,Korte Keizersdwarsstraat,4a,19,2,1951,1000,0,0,32221,18971
20334,9809,0,SAAuctions,Amsterdam,Korte Keizersstraat,3,5,3,1923,4950,0,0,32227,18975
20335,9809,0,SAAuctions,Amsterdam,Korte Keizersstraat,3,13,12,1926,6000,0,0,32228,18975
20336,9810,0,SAAuctions,Amsterdam,Korte Keizersstraat,8,12,2,1951,6810,0,0,32231,18977
20337,9811,0,SAAuctions,Amsterdam,Korte Keizersstraat,9,8,2,1965,18600,0,0,32232,18978
20338,9812,0,SAAuctions,Amsterdam,Korte Keizersstraat,13,8,2,1965,7700,0,0,32233,18979
20339,9813,0,SAAuctions,Amsterdam,Korte Keizersstraat,4_49,24,7,1939,14000,1,0,32229,18976
20340,9813,0,SAAuctions,Amsterdam,Korte Keizersstraat,4_49,29,4,1941,24500,0,0,32230,18976
20341,9814,0,Verweij,Amsterdam,Korte Keizerstraat,13,6,9,1867,3000,0,0,1627,238
20342,9814,0,Verweij,Amsterdam,Korte Keizerstraat,13,16,7,1877,6100,0,0,1628,238
20343,9814,0,Verweij,Amsterdam,Korte Keizerstraat,13,20,5,1880,6210,0,0,1629,238
20344,9814,0,Verweij,Amsterdam,Korte Keizerstraat,13,12,8,1901,2800,0,0,1630,238
20345,9814,0,Verweij,Amsterdam,Korte Keizerstraat,13,20,3,1902,4800,0,0,1631,238
20346,9814,0,Verweij,Amsterdam,Korte Keizerstraat,13,7,12,1937,500,0,0,1632,238
20347,9814,0,Verweij,Amsterdam,Korte Keizerstraat,13,22,1,1938,700,0,0,1633,238
20348,9815,0,SAAuctions,Amsterdam,Korte Kerkstraat,2_4_6,22,11,1929,17500,1,0,32234,18980
20349,9816,0,SAAuctions,Amsterdam,Korte Kolksteeg,3,17,5,1944,4000,1,0,32235,18981
20350,9816,0,SAAuctions,Amsterdam,Korte Kolksteeg,3,10,6,1968,19000,0,0,20678,8654
20351,9816,1,SAAuctions,Amsterdam,Korte Kolksteeg,3,10,6,1968,19000,0,0,32236,18981
20352,9817,0,SAAuctions,Amsterdam,Korte Kolksteeg,4,28,2,1977,33500,0,0,32238,18983
20353,9818,0,SAAuctions,Amsterdam,Korte Kolksteeg,6,28,2,1977,30502,0,0,32239,18984
20354,9819,0,SAAuctions,Amsterdam,Korte Kolksteeg,4_6,17,5,1944,7000,1,0,32237,18982
20355,9820,0,SAAuctions,Amsterdam,Korte Koningsdwarsstraat,5,19,1,1925,6300,0,0,32240,18985
20356,9820,0,SAAuctions,Amsterdam,Korte Koningsdwarsstraat,5,23,1,1934,3500,1,0,32241,18985
20357,9820,0,SAAuctions,Amsterdam,Korte Koningsdwarsstraat,5,20,10,1936,3000,1,0,32242,18985
20358,9821,0,SAAuctions,Amsterdam,Korte Koningsdwarsstraat,1_3,5,2,1962,17800,0,0,32243,18986
20359,9822,0,SAAuctions,Amsterdam,Korte Koningsstraat,3,13,9,1932,15000,1,0,32244,18987
20360,9822,0,SAAuctions,Amsterdam,Korte Koningsstraat,3,1,12,1958,17400,0,0,32245,18987
20361,9823,0,SAAuctions,Amsterdam,Korte Koningsstraat,5,25,11,1919,5500,1,0,32246,18988
20362,9823,0,SAAuctions,Amsterdam,Korte Koningsstraat,5,28,3,1922,5000,1,0,32247,18988
20363,9823,0,SAAuctions,Amsterdam,Korte Koningsstraat,5,,9,1934,3500,1,0,32248,18988
20364,9824,0,SAAuctions,Amsterdam,Korte Koningsstraat,8,22,11,1943,2300,1,0,32253,18991
20365,9825,0,SAAuctions,Amsterdam,Korte Koningsstraat,9,11,6,1923,11000,0,0,32254,18992
20366,9825,0,SAAuctions,Amsterdam,Korte Koningsstraat,9,11,10,1926,14000,1,0,32255,18992
20367,9825,0,SAAuctions,Amsterdam,Korte Koningsstraat,9,16,9,1927,16000,1,0,32256,18992
20368,9825,0,SAAuctions,Amsterdam,Korte Koningsstraat,9,11,5,1934,13000,1,0,32258,18992
20369,9826,0,SAAuctions,Amsterdam,Korte Koningsstraat,10,7,6,1951,100,1,0,32252,18990
20370,9826,0,SAAuctions,Amsterdam,Korte Koningsstraat,10,19,2,1979,44000,0,0,32259,18993
20371,9827,0,SAAuctions,Amsterdam,Korte Koningsstraat,11,15,12,1958,6750,0,0,32260,18994
20372,9828,0,SAAuctions,Amsterdam,Korte Koningsstraat,12,8,7,1963,6000,0,0,32286,19007
20373,9829,0,SAAuctions,Amsterdam,Korte Koningsstraat,13,25,11,1919,5500,1,0,32261,18995
20374,9829,0,SAAuctions,Amsterdam,Korte Koningsstraat,13,28,3,1922,5000,1,0,32262,18995
20375,9830,0,Verweij,Amsterdam,Korte Koningsstraat,16,12,5,1875,6000,0,0,1605,235
20376,9830,0,Verweij,Amsterdam,Korte Koningsstraat,16,23,12,1884,9505,0,0,1606,235
20377,9830,0,Verweij,Amsterdam,Korte Koningsstraat,16,29,6,1911,6150,0,0,1607,235
20378,9830,0,SAAuctions,Amsterdam,Korte Koningsstraat,16,5,3,1915,6000,1,0,32264,18997
20379,9830,0,Verweij,Amsterdam,Korte Koningsstraat,16,29,10,1934,5600,0,0,1608,235
20380,9830,1,SAAuctions,Amsterdam,Korte Koningsstraat,16,29,10,1934,5600,0,0,32265,18997
20381,9830,0,Verweij,Amsterdam,Korte Koningsstraat,16,5,9,1940,4000,0,0,1609,235
20382,9831,0,SAAuctions,Amsterdam,Korte Koningsstraat,18,13,6,1944,3000,1,0,32266,18998
20383,9831,0,SAAuctions,Amsterdam,Korte Koningsstraat,18,26,11,1956,4730,0,0,32267,18998
20384,9832,0,SAAuctions,Amsterdam,Korte Koningsstraat,20,26,10,1936,3000,0,0,32270,19000
20385,9833,0,Verweij,Amsterdam,Korte Koningsstraat,21,15,11,1865,4105,0,0,1598,233
20386,9833,0,Verweij,Amsterdam,Korte Koningsstraat,21,11,10,1872,5500,0,0,1599,233
20387,9833,0,Verweij,Amsterdam,Korte Koningsstraat,21,20,6,1938,1300,0,0,1601,233
20388,9834,0,SAAuctions,Amsterdam,Korte Koningsstraat,24,23,1,1911,2000,0,0,32272,19001
20389,9834,0,SAAuctions,Amsterdam,Korte Koningsstraat,24,23,10,1912,16700,1,0,32271,19001
20390,9834,0,SAAuctions,Amsterdam,Korte Koningsstraat,24,11,3,1935,6000,0,0,32273,19001
20391,9835,0,SAAuctions,Amsterdam,Korte Koningsstraat,26,9,2,1903,3390,0,0,32276,19002
20392,9835,0,SAAuctions,Amsterdam,Korte Koningsstraat,26,,11,1919,5500,1,0,32274,19002
20393,9835,0,SAAuctions,Amsterdam,Korte Koningsstraat,26,28,3,1922,5500,1,0,32275,19002
20394,9836,0,SAAuctions,Amsterdam,Korte Koningsstraat,27,21,10,1957,2500,0,0,32279,19004
20395,9837,0,SAAuctions,Amsterdam,Korte Koningsstraat,32,20,1,1930,5000,1,0,32282,19006
20396,9837,0,SAAuctions,Amsterdam,Korte Koningsstraat,32,,6,1932,5000,1,0,32283,19006
20397,9837,0,SAAuctions,Amsterdam,Korte Koningsstraat,32,,9,1934,5000,1,0,32284,19006
20398,9837,0,SAAuctions,Amsterdam,Korte Koningsstraat,32,17,9,1951,700,0,0,32285,19006
20399,9838,0,SAAuctions,Amsterdam,Korte Koningsstraat,12_12a_12b_14,19,12,1955,22400,0,0,32263,18996
20400,9839,0,SAAuctions,Amsterdam,Korte Koningsstraat,18_20,30,6,1905,9000,1,0,32269,18999
20401,9839,0,SAAuctions,Amsterdam,Korte Koningsstraat,18_20,2,7,1925,9000,1,0,32268,18999
20402,9840,0,SAAuctions,Amsterdam,Korte Koningsstraat,27_31_33,12,6,1944,13000,1,0,32278,19003
20403,9841,0,SAAuctions,Amsterdam,Korte Koningsstraat,28_30,25,11,1919,8500,1,0,32280,19005
20404,9841,0,SAAuctions,Amsterdam,Korte Koningsstraat,28_30,28,3,1922,8500,1,0,32281,19005
20405,9842,0,SAAuctions,Amsterdam,Korte Koningsstraat,8_14,24,4,1918,14000,1,0,32250,18989
20406,9842,0,SAAuctions,Amsterdam,Korte Koningsstraat,8_14,30,1,1922,17006,0,0,32249,18989
20407,9842,0,SAAuctions,Amsterdam,Korte Koningsstraat,8_14,,4,1944,13000,1,0,32251,18989
20408,9843,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,45,31,3,1924,17100,0,0,32295,19011
20409,9843,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,45,8,4,1924,17000,1,0,32296,19011
20410,9843,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,45,31,12,1956,24200,0,0,32297,19011
20411,9843,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,45,19,12,1960,50500,0,0,32298,19011
20412,9844,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,56,18,12,1918,9000,1,0,32301,19013
20413,9844,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,56,22,3,1921,12000,1,0,32302,19013
20414,9844,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,56,31,8,1923,15000,1,0,32303,19013
20415,9844,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,56,19,4,1926,12100,0,0,32304,19013
20416,9845,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,69,22,11,1948,65000,1,0,32307,19016
20417,9846,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,72,26,7,1948,3700,0,0,32308,19017
20418,9847,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,74,15,12,1975,26000,0,0,32309,19018
20419,9848,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,76,15,12,1975,27500,0,0,32310,19019
20420,9849,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,85,9,4,1951,7800,0,0,32317,19021
20421,9850,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,87,9,4,1951,8400,0,0,32318,19022
20422,9851,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,89,9,4,1951,5000,0,0,32319,19023
20423,9852,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,95,9,4,1951,5700,0,0,32320,19024
20424,9853,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,97,9,4,1951,5700,0,0,32321,19025
20425,9854,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,107,4,4,1927,7000,0,0,32322,19026
20426,9854,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,107,21,3,1932,5800,0,0,32323,19026
20427,9855,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,133,14,8,1945,14000,1,0,32325,19028
20428,9855,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,133,18,4,1955,17600,0,0,32326,19028
20429,9856,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,145,28,6,1948,4700,0,0,32328,19030
20430,9857,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,165,20,2,1967,6200,0,0,32330,19032
20431,9858,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,169,7,1,1936,2000,1,0,32331,19033
20432,9859,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,129_131,17,11,1937,9000,1,0,32324,19027
20433,9860,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,139_141,15,10,1942,26000,1,0,32327,19029
20434,9861,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,147_149,28,6,1948,7000,0,0,32329,19031
20435,9862,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,18_241_242,25,9,1922,125000,0,0,32287,19008
20436,9863,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,193_195,24,11,1924,5600,0,0,32332,19034
20437,9864,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,38_44a_15_17,5,1,1918,100000,0,0,32288,19009
20438,9865,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,45_38_40,6,4,1920,35000,0,0,32293,19010
20439,9865,1,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,45_38_40,10,11,1920,35000,1,0,32290,19010
20440,9865,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,45_38_40,,8,1921,52000,1,0,32291,19010
20441,9865,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,45_38_40,,11,1922,50000,1,0,32292,19010
20442,9865,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,45_38_40,29,6,1923,40000,1,0,32289,19010
20443,9865,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,45_38_40,31,3,1924,34600,0,0,32294,19010
20444,9866,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,47_50,3,10,1922,95000,0,0,32299,19012
20445,9866,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,47_50,12,10,1931,85000,1,0,32300,19012
20446,9867,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,58_60_62,9,4,1951,32400,0,0,32305,19014
20447,9868,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,64_66,22,1,1935,22000,1,0,32306,19015
20448,9869,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,77_79,24,11,1924,48600,0,0,32311,19020
20449,9869,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,77_79,20,8,1931,45000,1,0,32312,19020
20450,9869,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,77_79,,6,1932,45000,1,0,32313,19020
20451,9869,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,77_79,,11,1933,40000,1,0,32314,19020
20452,9869,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,77_79,,9,1934,40000,1,0,32315,19020
20453,9869,0,SAAuctions,Amsterdam,Korte Leidschedwarsstraat,77_79,17,5,1950,60000,1,0,32316,19020
20454,9870,0,SAAuctions,Amsterdam,Korte Marnixkade,9,12,7,1965,18400,0,0,32334,19036
20455,9871,0,SAAuctions,Amsterdam,Korte Marnixkade,5_8,18,11,1910,45000,1,0,32333,19035
20456,9872,0,SAAuctions,Amsterdam,Korte Marnixstraat,3,3,10,1955,26000,0,0,32335,19037
20457,9873,0,SAAuctions,Amsterdam,Korte Marnixstraat,4,2,4,1951,18800,0,0,32336,19038
20458,9874,0,SAAuctions,Amsterdam,Korte Marnixstraat,5,3,7,1918,15000,1,0,32337,19039
20459,9874,0,SAAuctions,Amsterdam,Korte Marnixstraat,5,25,1,1937,10600,0,0,32338,19039
20460,9875,0,SAAuctions,Amsterdam,Korte Marnixstraat,18,26,9,1924,17500,1,0,32339,19040
20461,9876,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,1,12,11,1923,9800,0,0,32340,19041
20462,9876,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,1,13,11,1925,15000,1,0,32341,19041
20463,9877,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,2,23,5,1933,15000,1,0,32344,19043
20464,9877,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,2,8,4,1938,12000,1,0,32345,19043
20465,9878,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,3,12,11,1923,9710,0,0,32342,19042
20466,9878,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,3,13,11,1925,15000,1,0,32343,19042
20467,9879,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,4,23,5,1933,15000,1,0,32346,19044
20468,9879,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,4,8,4,1938,12000,1,0,32347,19044
20469,9880,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,5,29,11,1921,23500,1,0,32348,19045
20470,9880,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,5,23,11,1922,20000,1,0,32349,19045
20471,9880,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,5,12,7,1943,16200,0,0,32350,19045
20472,9880,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,5,27,6,1951,13000,0,0,32351,19045
20473,9881,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,6,23,5,1933,15000,1,0,32352,19046
20474,9881,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,6,8,4,1938,12000,1,0,32353,19046
20475,9882,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,7,29,11,1921,23500,1,0,32354,19047
20476,9882,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,7,13,11,1922,20000,1,0,32355,19047
20477,9882,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,7,12,7,1943,14600,0,0,32356,19047
20478,9882,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,7,28,11,1966,17700,0,0,32357,19047
20479,9883,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,8,23,5,1933,15000,0,0,32358,19048
20480,9883,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,8,8,4,1938,12000,0,0,32359,19048
20481,9884,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,10,15,8,1922,20000,1,0,32367,19055
20482,9884,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,10,28,4,1923,16000,1,0,32366,19055
20483,9884,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,10,13,3,1925,15000,1,0,32368,19055
20484,9884,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,10,8,10,1979,90000,0,0,32360,19049
20485,9885,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,12,15,8,1922,20000,1,0,32369,19056
20486,9885,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,12,28,4,1923,16000,1,0,32370,19056
20487,9885,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,12,13,3,1925,15000,1,0,32371,19056
20488,9885,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,12,8,10,1979,98200,0,0,32361,19050
20489,9886,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,14,15,8,1922,20000,1,0,32372,19057
20490,9886,0,SAAuctions,Amsterdam,Korte Meerhuizenstraat,14,28,4,1923,16000,1,0,32373,19057
